ano,id_microrregiao,sigla_uf,primeiro_ano_tratamento,tratado,pos_tratamento,pam_area_plantada,pam_area_colhida,pam_quantidade_produzida,pam_valor_producao,pam_produtividade,populacao_total,pib_total,pib_per_capita,pib_agropecuario,area_cafe,area_cana,area_citricos,area_outras_lavouras_temporarias,area_soja
2011,41023,PR,0,0,0,580,580,32711.0,2525.0,56.398275862068964,435862,9783572000,22446.489944064866,1263684000,28.670586551391587,0.16530724151611328,0.0,725.9256773394713,2804.435559165999
2012,41023,PR,0,0,0,4004,4004,237800.0,12392.0,59.39060939060939,438658,11200261000,25533.01433007035,1321212000,30.022470613525392,0.1140404466552736,0.0,515.3084993454585,2988.291629485997
2013,41023,PR,0,0,0,3135,3135,177785.0,9065.0,56.7097288676236,456161,13405682000,29388.04939484086,1922996000,29.095682271667464,0.0179235767211914,0.0,880.7404918018642,2634.5341933128866
2014,41023,PR,0,0,0,2677,2677,154267.0,8066.0,57.6268210683601,459734,14427057000,31381.31397721291,1876681000,28.71509609252931,0.057633711730957,0.0,530.6160387565247,2982.7165399153446
2015,41023,PR,0,0,0,562,562,31757.0,1726.0,56.50711743772242,463188,15624683000,33732.918383032375,1800801000,27.384604005554216,0.08759671649169909,0.0,578.412696515564,2926.9786575979465
2016,41023,PR,0,0,0,494,494,27741.0,1714.0,56.15587044534413,466570,17332844000,37149.50382579248,2084233000,24.103717985412608,0.073809845703125,0.0040529555664062,356.55527057403395,3145.227844983697
2017,41023,PR,0,0,0,443,443,25356.0,1660.0,57.237020316027085,469887,17330833000,36882.98037613298,1855164000,22.032128756103543,0.027636785339355402,0.0040529555664062,361.27594273785405,3137.4639089269563
2018,41023,PR,0,0,0,425,425,23615.0,1557.0,55.56470588235294,471299,18460207000,39168.78032841148,2000060000,20.453654482788096,0.0146646973876953,0.0040529555664062,307.7510899870009,3154.5944440268204
2019,41023,PR,0,0,0,526,526,24248.0,1618.0,46.09885931558935,474925,18884064000,39762.2024530189,1952154000,20.70850340728761,0.021982621704101597,0.0008105907592773,335.3621234833391,3131.513614063298
2020,41023,PR,0,0,0,519,519,23353.0,1717.0,44.99614643545279,478462,22653113000,47345.68889483386,3745463000,21.026923952453632,0.0138539448242187,0.0,305.6559180319229,3156.696530722853
2021,41023,PR,0,0,0,496,496,24639.0,1971.0,49.67540322580645,481900,24211215000,50241.159991699526,3748864000,20.704571606018078,0.0138539448242187,0.0,281.57152144354404,3182.444072733824
2003,41024,PR,2008,1,0,1550,1550,87250.0,2117.0,56.29032258064516,424801,5307428000,12493.91597477407,451033000,1.1921044899291995,0.0,0.0,726.4869815235656,1061.4026643038073
2004,41024,PR,2008,1,0,1405,1405,78200.0,1807.0,55.65836298932384,441646,5835758000,13213.655280473502,357755000,1.4356220940551756,0.0,0.0,622.4915703956253,1144.497306042759
2005,41024,PR,2008,1,0,1628,1628,93200.0,1864.0,57.24815724815725,450969,6187038000,13719.430825622161,335892000,1.4299103520507808,0.0073024037475586,0.0,498.5933244280402,1274.4882497303877
2006,41024,PR,2008,1,0,1704,1704,97310.0,2869.0,57.10680751173709,460220,7239948000,15731.49363347964,292417000,1.3260040665283193,0.008924071899414101,0.0,318.783205627323,1474.290012587108
2007,41024,PR,2008,1,0,1809,1809,106470.0,4023.0,58.85572139303483,457510,7864846000,17190.544468973356,428188000,1.2139652929077138,0.0405861195068359,0.0,659.439435495425,1147.5298156351766
2008,41024,PR,2008,1,1,1614,1614,93450.0,2524.0,57.899628252788105,470799,8129868000,17268.23548903035,540856000,0.945324092956543,0.055201079711914,0.0,394.3385822451178,1432.718857746702
2009,41024,PR,2008,1,1,1614,1614,92460.0,2898.0,57.28624535315985,477707,8698712000,18209.304029457388,432096000,0.7043101569824218,0.0828165062255859,0.0,363.29900751623774,1473.716724246037
2010,41024,PR,2008,1,1,1519,1519,88120.0,3168.0,58.01184990125082,408800,8887350000,21740.092954990214,571771000,0.7262185096435552,0.0560205755004883,0.0,635.1413141520936,1202.663927831342
2011,41024,PR,2008,1,1,318,318,18980.0,978.0,59.685534591194966,409515,9851398000,24056.256791570515,634375000,0.8503454866943363,0.0357326908569336,0.0,584.802839542183,1246.8994336040091
2012,41024,PR,2008,1,1,1138,1138,67230.0,3643.0,59.07732864674868,410212,11686118000,28487.996450615778,640533000,0.9055311022338871,0.0056820958862305,0.0,297.5265199277976,1523.8041381168673
2013,41024,PR,2008,1,1,1353,1353,74450.0,14456.0,55.025868440502585,424020,13543803000,31941.42493278619,1029999000,0.9582888145141604,0.0073055501098633,0.0,532.5095383029139,1293.4208915788886
2014,41024,PR,2008,1,1,1345,1345,77200.0,5243.0,57.39776951672862,425301,14054007000,33044.84823689575,981228000,1.1124570830078129,0.0121730305786133,0.0,390.5044409399414,1437.6711916210775
2015,41024,PR,2008,1,1,1455,1455,76450.0,4365.0,52.54295532646048,426541,17240696000,40419.78614013659,968921000,1.1237980389404305,0.0194806644897461,0.0,476.39730877423136,1344.6978189555625
2016,41024,PR,2008,1,1,1405,1405,79900.0,5275.0,56.86832740213523,427754,19305283000,45131.7416084946,1251441000,1.0889118972167966,0.0146122221069336,0.0,370.2121787519443,1451.3680482548712
2017,41024,PR,2008,1,1,1150,1150,62130.0,4103.0,54.02608695652174,428943,19305578000,45007.32731388553,1074715000,1.075928037719726,0.0073076339111328,0.0,337.84594836266274,1483.1902710965146
2018,41024,PR,2008,1,1,1040,1040,55690.0,3791.0,53.54807692307692,423858,20928549000,49376.32178701358,1190259000,1.0905276494750975,0.0,0.0,151.53608981677303,1655.7742371175163
2019,41024,PR,2008,1,1,960,960,51604.0,3577.0,53.75416666666667,424700,22121552000,52087.47821991994,1043624000,1.1181149126586918,0.0,0.0,279.96750733575743,1530.4387266703345
2020,41024,PR,2008,1,1,810,810,41635.0,3310.0,51.401234567901234,425519,25043013000,58852.86673450539,1726253000,1.0945882704467775,0.0,0.0,152.69482388476598,1656.0940088259406
2021,41024,PR,2008,1,1,305,305,15560.0,1427.0,51.01639344262295,426315,27346228000,64145.591874552854,2198101000,1.0548283468017576,0.0,0.0,128.63030280200255,1680.97575069436
2003,41025,PR,2007,1,0,455,455,22250.0,609.0,48.9010989010989,92494,682706000,7381.084178433196,242179000,0.0,0.0,0.0,497.0457204790605,438.0809743444866
2004,41025,PR,2007,1,0,515,515,25250.0,719.0,49.029126213592235,91601,712414000,7777.360509164747,216706000,0.0,0.0,0.0,464.2814179564197,460.31826975972365
2005,41025,PR,2007,1,0,618,618,29400.0,876.0,47.57281553398058,91107,691562000,7590.65713940751,162487000,0.0,0.0,0.0,357.95479940875055,569.2164663565117
2006,41025,PR,2007,1,0,618,618,30200.0,1148.0,48.86731391585761,90618,730682000,8063.32075305127,154261000,0.0,0.0,0.0,304.9514084362185,633.1748812803944
2007,41025,PR,2007,1,1,655,655,32150.0,1293.0,49.083969465648856,93055,928970000,9983.020794153996,247687000,0.0,0.0,0.0,326.54433540478414,622.7632905361365
2008,41025,PR,2007,1,1,585,585,29250.0,823.0,50.0,95878,1100450000,11477.606958843531,302227000,0.0,0.0,0.0,352.14804392681924,609.3601708488756
2009,41025,PR,2007,1,1,605,605,36100.0,1168.0,59.66942148760331,96003,1154008000,12020.541024759643,276996000,0.0,0.0,0.0,353.5775279111342,614.1214231040692
2010,41025,PR,2007,1,1,610,610,34555.0,1308.0,56.64754098360656,95292,1309253000,13739.380010913823,370349000,0.0,0.0,0.0,312.1193973120108,653.9764643638977
2011,41025,PR,2007,1,1,354,354,21190.0,930.0,59.85875706214689,95402,1486319000,15579.537116622292,380677000,0.0,0.0,0.0,296.0951615942389,670.1120964566062
2012,41025,PR,2007,1,1,243,243,14530.0,775.0,59.794238683127574,95516,1572162000,16459.67167804347,337134000,0.0,0.0,0.0,235.15668672979712,721.7119428605658
2013,41025,PR,2007,1,1,243,243,14530.0,749.0,59.794238683127574,98658,2145240000,21744.207261448642,559573000,0.0,0.0,0.0,279.892773760928,677.6078772883928
2014,41025,PR,2007,1,1,243,243,14530.0,759.0,59.794238683127574,98899,2235672000,22605.607741230953,539725000,0.0,0.0,0.0,231.20260854638897,726.4280433738613
2015,41025,PR,2007,1,1,243,243,14530.0,794.0,59.794238683127574,99132,2385273000,24061.584553928096,516898000,0.0,0.0,0.0,226.31418534094314,732.9197841351464
2016,41025,PR,2007,1,1,243,243,14530.0,958.0,59.794238683127574,99362,2791234000,28091.564179464986,638726000,0.0,0.0,0.0,170.62808255688418,794.6238872816464
2017,41025,PR,2007,1,1,170,170,10175.0,699.0,59.85294117647059,99586,2880440000,28924.14596429217,624351000,0.0,0.0,0.0,139.66264189941336,829.2254699225498
2018,41025,PR,2007,1,1,153,153,9115.0,606.0,59.57516339869281,98226,2907599000,29601.113758068128,621164000,0.0,0.0,0.0,152.59972693078424,810.6126147850933
2019,41025,PR,2007,1,1,222,222,12502.0,863.0,56.31531531531532,98351,2893817000,29423.36122662708,596684000,0.0,0.0,0.0,133.62710317993032,841.1732166052517
2020,41025,PR,2007,1,1,222,222,12502.0,925.0,56.31531531531532,98474,3480438000,35343.72524727339,959392000,0.0,0.0,0.0,116.8551322652577,860.0479415409122
2021,41025,PR,2007,1,1,222,222,11588.0,1104.0,52.1981981981982,98594,4166979000,42264.022151449375,1153441000,0.0,0.0,0.0,101.47600108209188,876.1644242822913
2003,41026,PR,2007,1,0,2695,2695,123700.0,3125.0,45.89981447124304,226353,1821541000,8047.346401417255,530187000,0.0,0.0,0.0,972.2684829459181,606.9814043294592
2004,41026,PR,2007,1,0,2525,2525,115700.0,2530.0,45.82178217821782,225179,2014582000,8946.580276135874,568284000,0.0,0.0,0.0,894.7704996840787,668.4175397973005
2005,41026,PR,2007,1,0,2527,2527,87730.0,2519.0,34.717055797388205,224528,2061336000,9180.75251193615,495609000,0.0,0.0,0.0,712.0533787355381,865.111131429731
2006,41026,PR,2007,1,0,2562,2562,104690.0,2878.0,40.86260733801718,223883,2119273000,9465.984465100075,436317000,0.0,0.0,0.0,597.6321527720359,1020.6422688768021
2007,41026,PR,2007,1,1,2592,2592,110865.0,3021.0,42.77199074074074,231021,2620450000,11342.908220464806,617313000,0.0,0.0,0.0,601.6185019862085,1055.0103971936014
2008,41026,PR,2007,1,1,975,975,48750.0,1633.0,50.0,238779,2963079000,12409.294787230032,737943000,0.0,0.0,0.0,683.0996154455017,1009.6568209579193
2009,41026,PR,2007,1,1,975,975,54325.0,2308.0,55.717948717948715,239664,3294705000,13747.183556979771,754136000,0.0,0.0,0.0,643.9313668117733,1065.1219297443388
2010,41026,PR,2007,1,1,895,895,52120.0,2305.0,58.23463687150838,242411,3564549000,14704.567862019463,880548000,0.0,0.0,0.0,620.2604546497857,1096.1683792089777
2011,41026,PR,2007,1,1,518,518,27440.0,1306.0,52.972972972972975,243511,4127968000,16951.874863969184,1006184000,0.0,0.0,0.0,567.1616518327666,1155.376818787003
2012,41026,PR,2007,1,1,497,497,27945.0,1440.0,56.227364185110666,244577,4553656000,18618.49642443893,908013000,0.0,0.0,0.0,443.6816938759758,1264.8221868919547
2013,41026,PR,2007,1,1,497,497,27945.0,1418.0,56.227364185110666,253675,5735038000,22607.817088794716,1339152000,0.0,0.0,0.0,657.3195521943979,1062.0376035051715
2014,41026,PR,2007,1,1,497,497,27945.0,1518.0,56.227364185110666,255135,6404391000,25101.969545534717,1326863000,0.0,0.0,0.0,467.95522825750817,1264.603399400672
2015,41026,PR,2007,1,1,507,507,28545.0,1657.0,56.30177514792899,256550,6958923000,27125.016565971546,1308598000,0.0,0.0,0.0,465.3441668327023,1290.5808664375782
2016,41026,PR,2007,1,1,507,507,28545.0,1835.0,56.30177514792899,257934,7811687000,30285.604069258028,1553202000,0.0,0.0,0.0,378.26195580175863,1392.971088965929
2017,41026,PR,2007,1,1,385,385,21650.0,1566.0,56.23376623376623,259290,8150099000,31432.369161942228,1482729000,0.0,0.0,0.0,311.95513778326387,1468.4640308675469
2018,41026,PR,2007,1,1,374,374,20998.0,1500.0,56.144385026737964,258430,8441374000,32664.06376968618,1505384000,0.0,0.0,0.0,242.79929337829688,1519.488947314158
2019,41026,PR,2007,1,1,284,284,15443.0,1172.0,54.37676056338028,259793,8609601000,33140.23472533902,1461135000,0.0,0.0,0.0,223.22264824469102,1564.8777759396903
2020,41026,PR,2007,1,1,284,284,15443.0,1213.0,54.37676056338028,261127,9511507000,36424.831595353986,2337695000,0.0,0.0,0.0,201.7726004498908,1588.015849647711
2021,41026,PR,2007,1,1,284,284,14454.0,1321.0,50.894366197183096,262422,11067456000,42174.26892562361,2779191000,0.0,0.0,0.0,186.69457104876776,1605.0294529917214
2003,41027,PR,0,0,0,102,102,4080.0,115.0,40.0,152084,1885340000,12396.701822676941,329005000,0.0,0.0,0.0,628.4431352196013,1115.612531364255
2004,41027,PR,0,0,0,104,104,4160.0,188.0,40.0,153024,2117778000,13839.515370138017,357651000,0.0,0.0,0.0,566.0884976535032,1170.1970197694857
2005,41027,PR,0,0,0,104,104,4160.0,215.0,40.0,153544,2049159000,13345.74454228104,219012000,0.0,0.0,0.0,436.55127514910953,1308.5044416407227
2006,41027,PR,0,0,0,104,104,4160.0,250.0,40.0,154058,1966684000,12765.867400589388,209221000,0.0,0.0,0.0,385.65994997448547,1391.6550146135046
2007,41027,PR,0,0,0,104,104,4160.0,270.0,40.0,152464,2720947000,17846.488351348515,328502000,0.0,0.0,0.0,393.469952882018,1412.5048611267698
2008,41027,PR,0,0,0,1540,1540,61600.0,4928.0,40.0,157566,3173591000,20141.343944759657,428901000,0.0,0.0,0.0,450.25868551458785,1385.735691845538
2009,41027,PR,0,0,0,104,104,4160.0,347.0,40.0,158135,3402687000,21517.608372593037,429981000,0.0,0.0,0.0,421.87802934326226,1431.02347429977
2010,41027,PR,0,0,0,104,104,4160.0,374.0,40.0,159424,3777142000,23692.430248896027,436507000,0.0,0.0,0.0,421.9063004564222,1441.7590151527259
2011,41027,PR,0,0,0,1580,1580,63200.0,4424.0,40.0,160095,4318625000,26975.389612417628,571400000,0.0,0.0,0.0,381.5678258009643,1481.7806066458515
2012,41027,PR,0,0,0,1580,1580,63200.0,3286.0,40.0,160750,4981780000,30990.855365474337,555117000,0.0,0.0,0.0,290.11882726562277,1558.0997443643555
2013,41027,PR,0,0,0,1260,1260,50400.0,2280.0,40.0,166665,5951966000,35712.15312153121,886413000,0.0,0.0,0.0,567.0311358934943,1296.071357704877
2014,41027,PR,0,0,0,395,395,16800.0,772.0,42.53164556962025,167576,5960786000,35570.64257411563,810235000,0.0,0.0,0.0,405.1429307893653,1459.7857801061127
2015,41027,PR,0,0,0,348,348,13980.0,755.0,40.172413793103445,168455,6440093000,38230.346383307115,814106000,0.0,0.0,0.0,365.699098708984,1495.9344783101888
2016,41027,PR,0,0,0,345,345,16800.0,1146.0,48.69565217391305,169315,7404431000,43731.689454566935,1129796000,0.0,0.0,0.0,336.0422726688832,1525.6334271611313
2017,41027,PR,0,0,0,275,275,11000.0,715.0,40.0,170160,7772145000,45675.511283497886,963999000,0.0,0.0,0.0,279.24225462444934,1582.374274464954
2018,41027,PR,0,0,0,275,275,11000.0,726.0,40.0,169431,8270154000,48811.339129203036,1102619000,0.0,0.0,0.0,208.919652122375,1637.0102915825232
2019,41027,PR,0,0,0,275,275,10939.0,789.0,39.77818181818182,170267,8387127000,49258.676079334226,1032623000,0.0,0.0,0.0,217.05905887579257,1644.744725507479
2020,41027,PR,0,0,0,275,275,11000.0,822.0,40.0,171079,9145465000,53457.55469695287,1748517000,0.0,0.0,0.0,209.6868580258779,1651.2198174606879
2021,41027,PR,0,0,0,275,275,11000.0,948.0,40.0,171870,10171892000,59183.63879676499,1903617000,0.0,0.0,0.0,195.32862242053136,1662.6777406756553
2003,41028,PR,0,0,0,647,647,31710.0,858.0,49.01081916537867,83690,450160000,5378.898315210898,183648000,9.91724243304443,0.0105741948242188,0.0,536.3018820050038,583.020558184505
2004,41028,PR,0,0,0,762,762,43504.0,1216.0,57.09186351706037,82916,458879000,5534.263592069082,172592000,14.269912392517078,0.0138262879638672,0.0,465.02452653876054,647.8017061828527
2005,41028,PR,0,0,0,762,762,39904.0,1089.0,52.36745406824147,82487,429855000,5211.184792755222,126759000,15.281258520507802,0.0056960827636719,0.0,460.6947418380169,670.7724584879045
2006,41028,PR,0,0,0,732,732,38404.0,1286.0,52.46448087431694,82063,489474000,5964.612553769664,153082000,13.421943020446776,0.0105673494873047,0.0,496.3107378826306,740.6641710311333
2007,41028,PR,0,0,0,566,566,33410.0,903.0,59.02826855123675,78534,542744000,6910.943031043879,181178000,10.995244394714353,0.0203291485595703,0.0,504.2247376979375,784.9708697219844
2008,41028,PR,0,0,0,556,556,27960.0,776.0,50.28776978417266,80041,677740000,8467.410452143276,246807000,8.589518828369144,0.0203291485595703,0.0,545.056462959473,771.7784802919916
2009,41028,PR,0,0,0,556,556,27960.0,819.0,50.28776978417266,79477,689098000,8670.407790933226,228343000,7.11962916888428,0.015453512939453101,0.0,538.5771719534954,793.8909348279473
2010,41028,PR,0,0,0,585,585,47125.0,1553.0,80.55555555555556,75735,702614000,9277.269426289035,220949000,5.957066883056646,0.0325098237304688,0.0,482.84406801104853,860.2400745258944
2011,41028,PR,0,0,0,382,382,19460.0,971.0,50.94240837696335,75036,821579000,10949.131083746468,257211000,5.621193112670902,0.0333225895996094,0.0,406.3799498100001,930.8967352678105
2012,41028,PR,0,0,0,382,382,26189.0,1358.0,68.55759162303664,74361,961799000,12934.185930797057,293258000,5.841730818237305,0.0243834669799805,0.0,309.2753806388563,1004.3360103970656
2013,41028,PR,0,0,0,382,382,24580.0,1246.0,64.3455497382199,75787,1182013000,15596.513913995805,379381000,5.078181731445313,0.0113743014526367,0.0,378.59350215014905,951.3284383110953
2014,41028,PR,0,0,0,440,440,30110.0,1632.0,68.43181818181819,75156,1345335000,17900.566821012293,451072000,4.578958442810059,0.0121867474365234,0.0,299.80806864764577,1031.9934233629078
2015,41028,PR,0,0,0,154,154,9730.0,843.0,63.18181818181818,74548,1359794000,18240.516177496378,369421000,3.626729835327148,0.0121867474365234,0.0,263.58550093408184,1080.2873287567247
2016,41028,PR,0,0,0,24,24,1056.0,77.0,44.0,73952,1605495000,21709.960514928604,505348000,3.125164640075684,0.008124507019043,0.0,256.3605964899896,1095.6829177871402
2017,41028,PR,0,0,0,13,13,681.0,48.0,52.38461538461539,73366,1626014000,22163.045552435735,444470000,2.590319301818847,0.0008124512329102,0.0,224.85838694702133,1132.0936089501731
2018,41028,PR,0,0,0,55,55,2865.0,225.0,52.09090909090909,69520,1721917000,24768.656501726124,476739000,2.430260001708984,0.0048781483764648,0.0,193.33139041546605,1140.3636529045666
2019,41028,PR,0,0,0,65,65,3320.0,230.0,51.07692307692308,68608,1655431000,24128.833372201494,425731000,2.4196926286010734,0.0146343671875,0.0,182.98411402075152,1160.7223309969222
2020,41028,PR,0,0,0,66,66,3502.0,259.0,53.06060606060606,67719,2093043000,30907.765915031232,753817000,2.414014754882812,0.0146343671875,0.0,150.54388057543943,1190.8004275417793
2021,41028,PR,0,0,0,56,56,3116.0,286.0,55.642857142857146,66855,2336779000,34952.94293620522,892156000,2.39044237335205,0.0146343671875,0.0,149.16891524975583,1191.2708026946116
2003,41029,PR,2006,1,0,211,211,9371.0,262.0,44.41232227488152,372877,3191907000,8560.214226138914,589498000,18.798225199279795,0.0,0.0,1025.7553350444348,2605.0129178807415
2004,41029,PR,2006,1,0,161,161,8031.0,276.0,49.88198757763975,379021,3630367000,9578.274027032803,610557000,24.443533574157733,0.0,0.0,912.9276839020998,2719.721401423479
2005,41029,PR,2006,1,0,157,157,7232.0,284.0,46.06369426751592,382422,3645428000,9532.474596126793,542076000,24.433089318908717,0.0,0.0,854.2166191287292,2835.656726057803
2006,41029,PR,2006,1,1,123,123,6311.0,375.0,51.3089430894309,385796,3582032000,9284.78263123516,495060000,21.65228784368898,0.0,0.0,1005.8078338128108,2922.662050098832
2007,41029,PR,2006,1,1,162,162,8235.0,537.0,50.833333333333336,376178,4535432000,12056.611497748407,576488000,18.539737970458972,0.0,0.0,1053.3502023956994,3012.191994016405
2008,41029,PR,2006,1,1,146,146,7873.0,708.0,53.92465753424658,390025,4967648000,12736.742516505352,819223000,14.622454393127438,0.0048658397827148,0.0,1221.022330989209,2955.9835394192264
2009,41029,PR,2006,1,1,140,140,7413.0,486.0,52.95,392385,5157274000,13143.402525580743,788750000,12.086017406677257,0.0194778462524414,0.0,1167.333423827582,3071.892015853112
2010,41029,PR,2006,1,1,150,150,7785.0,639.0,51.9,378086,5728954000,15152.51556524177,763161000,10.005332446655295,0.0194778462524414,0.0,1172.1812163411857,3106.098389404922
2011,41029,PR,2006,1,1,187,187,8324.0,469.0,44.51336898395722,379156,6528399000,17218.239985652344,918499000,10.010051890502954,0.021908801147461,0.0,1045.172091366823,3220.051473035602
2012,41029,PR,2006,1,1,218,218,9318.0,498.0,42.74311926605505,380287,7500819000,19724.10048200438,998723000,10.082932019348164,0.0137871754760742,0.0,813.2453563906289,3401.338000704663
2013,41029,PR,2006,1,1,237,237,9620.0,539.0,40.59071729957806,393616,8954032000,22748.14031949921,1419859000,9.18403176037599,0.0145981929321289,0.0,1053.139498478459,3195.142855375306
2014,41029,PR,2006,1,1,217,217,8434.0,506.0,38.866359447004605,395230,9029682000,22846.651316954685,1391166000,8.560696801879892,0.0129761878662109,0.0,885.0050413349627,3359.779429169478
2015,41029,PR,2006,1,1,218,218,8139.0,452.0,37.3348623853211,396791,10009655000,25226.51723451389,1375318000,7.350828440551764,0.0129799700317383,0.0,777.8053182561669,3464.414073488419
2016,41029,PR,2006,1,1,229,229,9180.0,624.0,40.08733624454148,398317,11710249000,29399.320139486892,1738528000,6.476844668457032,0.0081139320678711,0.0,794.3288151673001,3454.170683588895
2017,41029,PR,2006,1,1,21,21,1067.0,75.0,50.80952380952381,399815,11787467000,29482.30306516764,1619396000,5.876040117614748,0.0081139320678711,0.0,687.0839493792752,3571.366704969586
2018,41029,PR,2006,1,1,26,26,1215.0,85.0,46.73076923076923,396668,12527134000,31580.90392973469,1773274000,5.65008207196045,0.0048683522338867,0.0,550.5677128619992,3647.7958653058417
2019,41029,PR,2006,1,1,30,30,1351.0,98.0,45.03333333333333,397970,12662963000,31818.888358418975,1781172000,5.705175324645997,0.0,0.0,498.1740186581432,3744.5197235947903
2020,41029,PR,2006,1,1,29,29,1303.0,94.0,44.93103448275862,399242,15146467000,37938.060123934854,3210344000,6.108935902221682,0.0,0.0,434.44280665447934,3805.6952504070114
2021,41029,PR,2006,1,1,401,401,16448.0,1270.0,41.01745635910225,400481,16939536000,42297.97668303864,3569336000,6.061118678344729,0.0,0.0,422.45575294848544,3816.183954018826
2003,41030,PR,2008,1,0,31,31,1240.0,36.0,40.0,86633,1001472000,11559.936744658502,198390000,0.0,0.0,0.0,310.2745519529462,991.6727001971923
2004,41030,PR,2008,1,0,33,33,1320.0,63.0,40.0,87840,1230798000,14011.81693989071,191979000,0.0,0.0,0.0,261.3725605438234,1071.2128624425104
2005,41030,PR,2008,1,0,33,33,1320.0,97.0,40.0,88511,1161670000,13124.583385115975,158141000,0.0,0.0,0.0,247.1285182056912,1122.8557595257014
2006,41030,PR,2008,1,0,35,35,1400.0,179.0,40.0,89173,1083675000,12152.501317663418,140109000,0.0,0.0,0.0,250.80080316205184,1189.80258736402
2007,41030,PR,2008,1,0,35,35,1315.0,95.0,37.57142857142857,88852,1506827000,16958.841669292757,186142000,0.0,0.0,0.0,261.67392326861574,1224.0713782270313
2008,41030,PR,2008,1,1,170,170,5500.0,449.0,32.35294117647059,92287,1572263000,17036.668219792602,246595000,0.0,0.0,0.0,331.91298305181823,1200.972062544478
2009,41030,PR,2008,1,1,33,33,1170.0,150.0,35.45454545454545,92974,1490237000,16028.53485920795,248269000,0.0,0.0,0.0,320.9202357438973,1252.1602469033364
2010,41030,PR,2008,1,1,33,33,1320.0,94.0,40.0,90369,1581397000,17499.330522634973,237110000,0.0,0.0,0.0,377.7877910999156,1222.3477510453804
2011,41030,PR,2008,1,1,110,110,4000.0,384.0,36.36363636363637,90795,1755935000,19339.556142959413,279214000,0.0,0.0,0.0,312.97293735412643,1296.1741842909769
2012,41030,PR,2008,1,1,17,17,595.0,36.0,35.0,91210,2144269000,23509.143734239668,322092000,0.0,0.0,0.0,240.59098417675858,1366.4909846399205
2013,41030,PR,2008,1,1,37,37,1470.0,506.0,39.729729729729726,94624,2509851000,26524.465251944537,432847000,0.0,0.0,0.0,278.9662460919811,1358.790277623279
2014,41030,PR,2008,1,1,37,37,1470.0,882.0,39.729729729729726,95186,2360516000,24798.98304372492,434648000,0.0,0.0,0.0,230.45954814984077,1416.4891162290032
2015,41030,PR,2008,1,1,30,30,1160.0,638.0,38.666666666666664,95730,2783836000,29080.079389950904,451330000,0.0,0.0,0.0,196.18574920422466,1442.746092170211
2016,41030,PR,2008,1,1,30,30,1190.0,714.0,39.666666666666664,96263,3576352000,37151.8859790366,542981000,0.0,0.0,0.0,253.75745061724677,1391.9060236785883
2017,41030,PR,2008,1,1,14,14,550.0,181.0,39.285714285714285,96699,3285137000,33972.81254201181,520798000,0.0,0.0,0.0,171.99458419744946,1479.8794439458247
2018,41030,PR,2008,1,1,11,11,400.0,26.0,36.36363636363637,96436,3406131000,35320.11904268116,591323000,0.0,0.0,0.0,127.60341241986099,1515.1047147370055
2019,41030,PR,2008,1,1,11,11,410.0,27.0,37.27272727272727,96967,3528426000,36387.90516361236,554013000,0.0,0.0,0.0,104.92065574194324,1555.223569528241
2020,41030,PR,2008,1,1,11,11,390.0,30.0,35.45454545454545,97484,3998302000,41014.95630052111,883793000,0.0,0.0,0.0,88.61929462255875,1573.8235552233316
2021,41030,PR,2008,1,1,11,11,430.0,36.0,39.09090909090909,97987,4850244000,49498.85188851583,1213881000,0.0,0.0,0.0,87.42644310943618,1574.779380453061
2003,41031,PR,2006,1,0,100,100,3800.0,106.0,38.0,120255,843728000,7016.157332335454,348482000,0.1396541033325196,0.0,0.0226911343383789,562.6837676724892,1145.1349864620806
2004,41031,PR,2006,1,0,102,102,3834.0,689.0,37.588235294117645,121925,937729000,7691.031371744925,367855000,0.2159827521362305,0.0,0.0,501.62757406293315,1219.2369082348703
2005,41031,PR,2006,1,0,100,100,3320.0,118.0,33.2,122852,911263000,7417.567479568912,339127000,0.2549691209106446,0.0,0.0072922883300781,478.3664888030445,1284.2914856034054
2006,41031,PR,2006,1,1,100,100,2620.0,105.0,26.2,123770,947004000,7651.320998626485,315306000,0.2070814254760743,0.0,0.0072922883300781,634.9171832666016,1265.204679206728
2007,41031,PR,2006,1,1,100,100,3400.0,65.0,34.0,125602,1055659000,8404.794509641566,370072000,0.1705168689575196,0.0,0.0105332946166992,715.6691544368939,1255.9147019541028
2008,41031,PR,2006,1,1,49,49,2130.0,90.0,43.46938775510204,130794,1285883000,9831.360765784364,510742000,0.14046558062744138,0.0,0.0105332946166992,824.8044298488786,1192.4598262809695
2009,41031,PR,2006,1,1,20,20,1050.0,53.0,52.5,132018,1274672000,9655.289430229212,444252000,0.1315166383056641,0.0,0.0,777.4808691770636,1273.54370012943
2010,41031,PR,2006,1,1,21,21,1089.0,65.0,51.857142857142854,128327,1605441000,12510.547273761562,642215000,0.1031077932739258,0.0,0.0,668.3291035244749,1405.2284794977184
2011,41031,PR,2006,1,1,37,37,1815.0,80.0,49.054054054054056,129176,1813154000,14036.30705394191,733482000,0.1153015417480468,0.0,0.0,597.4477920215505,1471.474115232979
2012,41031,PR,2006,1,1,33,33,1623.0,85.0,49.18181818181818,129917,2075454000,15975.23033937052,809631000,0.1380435981445313,0.0,0.0,459.8107822368234,1568.9313610798135
