ano,id_microrregiao,sigla_uf,primeiro_ano_tratamento,tratado,pos_tratamento,area_plantada,area_colhida,taxa_aproveitamento,producao,produtividade,valor_producao,populacao_total,pib_total,pib_per_capita,pib_agropecuario
2021,12004,AC,2008,1,1,218,188,0.8623853211009175,4985.0,26142.85714285714,797.0,520759,14020041000,26922.32,2094102000
2022,12004,AC,2008,1,1,203,173,0.8522167487684729,4604.0,26384.428571428572,749.0,452963,,,
2023,12004,AC,2008,1,1,205,178,0.8682926829268293,4729.0,26175.85714285714,942.0,,,,
2003,12005,AC,2009,1,0,42,42,1.0,1485.0,36250.0,127.0,46105,220006000,4771.85,62687000
2004,12005,AC,2009,1,0,42,42,1.0,1455.0,35750.0,81.0,47834,233824000,4888.24,59133000
2005,12005,AC,2009,1,0,39,34,0.8717948717948718,1180.0,34500.0,77.0,50259,259937000,5171.95,64380000
2006,12005,AC,2009,1,0,41,41,1.0,1255.0,30000.0,126.0,51295,277427000,5408.46,57495000
2007,12005,AC,2009,1,0,39,39,1.0,1410.0,35750.0,141.0,52164,331609000,6357.05,63200000
2008,12005,AC,2009,1,0,60,60,1.0,2700.0,45000.0,270.0,54196,384073000,7086.74,73408000
2009,12005,AC,2009,1,1,58,58,1.0,2900.0,50000.0,290.0,55203,426116000,7719.07,73668000
2010,12005,AC,2009,1,1,74,74,1.0,3300.0,45000.0,330.0,58661,494973000,8437.85,107935000
2011,12005,AC,2009,1,1,78,78,1.0,3700.0,47500.0,329.0,59792,540591000,9041.19,123688000
2012,12005,AC,2009,1,1,75,75,1.0,3400.0,45000.0,242.0,60887,624660000,10259.33,136118000
2013,12005,AC,2009,1,1,75,75,1.0,3400.0,45000.0,340.0,62499,796271000,12740.54,166741000
2014,12005,AC,2009,1,1,71,71,1.0,2130.0,30000.0,248.0,63722,868543000,13630.19,191252000
2015,12005,AC,2009,1,1,65,65,1.0,2046.0,31750.0,241.0,64926,944562000,14548.29,198686000
2016,12005,AC,2009,1,1,72,72,1.0,2240.0,31250.0,308.0,66106,1106532000,16738.75,219990000
2017,12005,AC,2009,1,1,74,74,1.0,2018.0,27250.0,288.0,67265,1147015000,17052.18,207778000
2018,12005,AC,2009,1,1,74,74,1.0,1870.0,25250.0,284.0,70318,1219834000,17347.39,194006000
2019,12005,AC,2009,1,1,74,74,1.0,1870.0,25250.0,286.0,71429,1243920000,17414.78,172999000
2020,12005,AC,2009,1,1,71,71,1.0,1790.0,25250.0,267.0,72528,1310253000,18065.48,177402000
2021,12005,AC,2009,1,1,69,69,1.0,1740.0,25250.0,274.0,73617,1919075000,26068.37,590650000
2022,12005,AC,2009,1,1,69,69,1.0,1740.0,25250.0,286.0,70821,,,
2023,12005,AC,2009,1,1,64,64,1.0,1600.0,25000.0,322.0,,,,
2003,13001,AM,2008,1,0,112,112,1.0,5892.0,38750.0,597.0,77664,141318000,1819.61,10566000
2004,13001,AM,2008,1,0,113,113,1.0,5511.0,37750.0,666.0,79439,162585000,2046.66,13363000
2005,13001,AM,2008,1,0,12,12,1.0,648.0,54000.0,162.0,80858,182154000,2252.76,12573000
2006,13001,AM,2008,1,0,12,12,1.0,648.0,54000.0,162.0,82053,209365000,2551.58,14873000
2007,13001,AM,2008,1,0,12,12,1.0,648.0,54000.0,162.0,95248,256101000,2688.78,16446000
2008,13001,AM,2008,1,1,12,12,1.0,360.0,30000.0,101.0,99247,304963000,3072.77,16962000
2009,13001,AM,2008,1,1,13,13,1.0,390.0,30000.0,109.0,101716,348169000,3422.95,21807000
2010,13001,AM,2008,1,1,2,2,1.0,100.0,50000.0,35.0,96483,395468000,4098.84,32666000
2011,13001,AM,2008,1,1,11,11,1.0,505.0,44375.0,128.0,98181,455924000,4643.71,59041000
2012,13001,AM,2008,1,1,15,14,0.9333333333333333,610.0,43333.333333333336,262.0,99826,472783000,4736.07,61470000
2013,13001,AM,2008,1,1,8,8,1.0,315.0,39166.5,184.0,106390,548195000,5152.69,76117000
2014,13001,AM,2008,1,1,3,3,1.0,226.0,75333.0,226.0,108516,640890000,5905.95,97362000
2015,13001,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,110602,689902000,6237.7,126624000
2016,13001,AM,2008,1,1,1,1,1.0,48.0,48000.0,48.0,112645,695547000,6174.68,90443000
2017,13001,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,114647,729825000,6365.84,58558000
2018,13001,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,115590,775050000,6705.16,49092000
2019,13001,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,117676,862228000,7327.14,53214000
2020,13001,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,119734,914392000,7636.86,56323000
2021,13001,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,121764,1041026000,8549.54,84562000
2022,13001,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,100444,,,
2023,13001,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,,,,
2003,13002,AM,0,0,0,5,5,1.0,150.0,30000.0,14.0,28827,56277000,1952.23,13147000
2004,13002,AM,0,0,0,6,6,1.0,180.0,30000.0,23.0,32503,59113000,1818.69,9941000
2005,13002,AM,0,0,0,2,2,1.0,120.0,60000.0,30.0,33280,61794000,1856.79,6173000
2006,13002,AM,0,0,0,2,2,1.0,120.0,60000.0,30.0,33932,72755000,2144.14,7886000
2007,13002,AM,0,0,0,2,2,1.0,120.0,60000.0,30.0,22788,67101000,2944.58,6824000
2008,13002,AM,0,0,0,10,10,1.0,300.0,30000.0,360.0,23076,81623000,3537.14,13821000
2009,13002,AM,0,0,0,11,11,1.0,330.0,30000.0,396.0,22373,86196000,3852.68,15098000
2010,13002,AM,0,0,0,10,10,1.0,500.0,50000.0,300.0,24854,97644000,3928.7,12928000
2011,13002,AM,0,0,0,4,3,0.75,150.0,50000.0,60.0,24950,126841000,5083.81,29877000
2012,13002,AM,0,0,0,4,3,0.75,150.0,50000.0,60.0,25044,131609000,5255.11,25156000
2013,13002,AM,0,0,0,5,3,0.6,150.0,50000.0,63.0,24393,147839000,6060.71,31954000
2014,13002,AM,0,0,0,3,3,1.0,150.0,50000.0,60.0,23966,175887000,7339.02,38046000
2015,13002,AM,0,0,0,3,3,1.0,152.0,50667.0,76.0,23548,183209000,7780.24,41597000
2016,13002,AM,0,0,0,0,0,0.0,0.0,0.0,0.0,23137,200705000,8674.63,56758000
2017,13002,AM,0,0,0,0,0,0.0,0.0,0.0,0.0,22736,215882000,9495.16,57459000
2018,13002,AM,0,0,0,0,0,0.0,0.0,0.0,0.0,21451,192501000,8973.99,33193000
2019,13002,AM,0,0,0,0,0,0.0,0.0,0.0,0.0,20979,206199000,9828.83,31599000
2020,13002,AM,0,0,0,0,0,0.0,0.0,0.0,0.0,20512,211938000,10332.39,33717000
2021,13002,AM,0,0,0,0,0,0.0,0.0,0.0,0.0,20053,262026000,13066.67,35364000
2022,13002,AM,0,0,0,0,0,0.0,0.0,0.0,0.0,24987,,,
2023,13002,AM,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,
2003,13003,AM,2016,1,0,130,129,0.9923076923076923,3825.0,30000.0,665.0,220342,425056000,1929.07,76579000
2004,13003,AM,2016,1,0,135,135,1.0,4010.0,30000.0,604.0,228731,462184000,2020.64,74820000
2005,13003,AM,2016,1,0,44,44,1.0,1030.0,18857.0,259.0,237595,497094000,2092.19,61039000
2006,13003,AM,2016,1,0,42,42,1.0,1130.0,21857.0,244.0,245047,580714000,2369.81,67193000
2007,13003,AM,2016,1,0,55,28,0.509090909090909,1003.0,31785.714285714286,212.0,212548,599646000,2821.23,70385000
2008,13003,AM,2016,1,0,100,100,1.0,4010.0,37777.625,696.0,219734,671890000,3057.74,74499000
2009,13003,AM,2016,1,0,108,108,1.0,4312.0,37775.75,750.0,221875,758753000,3419.73,79357000
2010,13003,AM,2016,1,0,75,60,0.8,2825.0,47083.25,616.0,224094,916416000,4089.43,127740000
2011,13003,AM,2016,1,0,104,98,0.9423076923076923,4835.0,47958.375,993.0,227849,1124724000,4936.27,204657000
2012,13003,AM,2016,1,0,75,70,0.9333333333333333,3360.0,47142.857142857145,769.0,231482,1186245000,5124.57,222446000
2013,13003,AM,2016,1,0,79,72,0.9113924050632911,3280.0,41768.71428571428,870.0,240175,1431306000,5959.43,301645000
2014,13003,AM,2016,1,0,98,98,1.0,3712.0,39333.5,1327.0,242875,1603926000,6603.92,283517000
2015,13003,AM,2016,1,0,99,49,0.494949494949495,2267.0,41940.0,838.0,245521,1648995000,6716.31,291529000
2016,13003,AM,2016,1,1,9,9,1.0,365.0,36777.666666666664,359.0,248118,1765328000,7114.87,301389000
2017,13003,AM,2016,1,1,11,10,0.9090909090909091,382.0,34333.333333333336,548.0,250657,1883664000,7514.91,257813000
2018,13003,AM,2016,1,1,19,16,0.8421052631578947,370.0,22222.333333333332,684.0,249343,2046719000,8208.45,281156000
2019,13003,AM,2016,1,1,18,18,1.0,654.0,34000.0,1145.0,251867,2224165000,8830.71,255171000
2020,13003,AM,2016,1,1,24,24,1.0,1038.0,40642.75,1358.0,254355,2396128000,9420.41,288428000
2021,13003,AM,2016,1,1,6,6,1.0,290.0,46250.0,206.0,256812,2696641000,10500.45,280070000
2022,13003,AM,2016,1,1,8,8,1.0,159.0,25166.666666666668,193.0,264407,,,
2023,13003,AM,2016,1,1,24,24,1.0,1134.0,46422.0,1720.0,,,,
2003,13004,AM,2012,1,0,223,223,1.0,7040.0,35000.0,903.0,117758,252595000,2145.03,53288000
2004,13004,AM,2012,1,0,283,251,0.8869257950530035,7870.0,34285.71428571428,1029.0,111299,257609000,2314.57,51104000
2005,13004,AM,2012,1,0,311,295,0.9485530546623794,4440.0,20914.0,945.0,113793,300790000,2643.31,57585000
2006,13004,AM,2012,1,0,412,372,0.9029126213592233,6760.0,24938.571428571428,1143.0,115888,364723000,3147.2,78164000
2007,13004,AM,2012,1,0,505,323,0.6396039603960396,9870.0,32000.0,1204.0,118974,357438000,3004.34,53187000
2008,13004,AM,2012,1,0,621,621,1.0,26160.0,43347.333333333336,11928.0,123437,414142000,3355.09,67730000
2009,13004,AM,2012,1,0,634,634,1.0,26700.0,43347.166666666664,12216.0,125491,456901000,3640.91,86152000
2010,13004,AM,2012,1,0,323,297,0.9195046439628483,14350.0,44000.0,1976.0,127845,566196000,4428.77,134146000
2011,13004,AM,2012,1,0,179,129,0.7206703910614525,5850.0,45603.0,900.0,129801,708232000,5456.29,219317000
2012,13004,AM,2012,1,1,294,145,0.4931972789115646,5236.0,35939.0,962.0,131695,856910000,6506.78,319728000
2013,13004,AM,2012,1,1,112,96,0.8571428571428571,4060.0,37000.0,900.0,139876,1029019000,7356.65,390302000
2014,13004,AM,2012,1,1,128,124,0.96875,5443.0,37691.6,721.0,142338,1116708000,7845.47,364875000
2015,13004,AM,2012,1,1,137,137,1.0,6272.0,37836.4,1292.0,144754,1180330000,8154.04,405773000
2016,13004,AM,2012,1,1,97,97,1.0,3942.0,34400.0,730.0,147121,1223531000,8316.49,411394000
2017,13004,AM,2012,1,1,151,151,1.0,6922.0,36270.4,1359.0,149439,1318432000,8822.54,409051000
2018,13004,AM,2012,1,1,327,327,1.0,15788.0,34270.0,2198.0,150133,1459178000,9719.24,468452000
2019,13004,AM,2012,1,1,232,232,1.0,10665.0,38038.4,3782.0,152530,1510458000,9902.69,420205000
2020,13004,AM,2012,1,1,306,306,1.0,11472.0,35200.0,1992.0,154894,1610862000,10399.77,457731000
2021,13004,AM,2012,1,1,276,276,1.0,10214.0,36500.0,1855.0,157225,1821756000,11586.94,505667000
2022,13004,AM,2012,1,1,113,113,1.0,4882.0,41866.6,3199.0,138863,,,
2023,13004,AM,2012,1,1,124,122,0.9838709677419355,4945.0,40226.166666666664,2834.0,,,,
2003,13005,AM,2016,1,0,16,16,1.0,555.0,32500.0,44.0,92713,232997000,2513.1,76385000
2004,13005,AM,2016,1,0,18,13,0.7222222222222222,390.0,30000.0,41.0,95856,244047000,2545.98,70923000
2005,13005,AM,2016,1,0,22,22,1.0,770.0,35000.0,193.0,98368,298646000,3036.01,85078000
2006,13005,AM,2016,1,0,22,22,1.0,770.0,35000.0,193.0,100480,350275000,3486.02,97331000
2007,13005,AM,2016,1,0,25,23,0.92,805.0,35000.0,201.0,85789,363259000,4234.33,107303000
2008,13005,AM,2016,1,0,47,47,1.0,2310.0,40000.0,195.0,88278,329736000,3735.2,45850000
2009,13005,AM,2016,1,0,48,48,1.0,2360.0,40000.0,192.0,88345,347513000,3933.59,44090000
2010,13005,AM,2016,1,0,39,24,0.6153846153846154,1200.0,50000.0,310.0,87432,487093000,5571.11,110674000
2011,13005,AM,2016,1,0,19,14,0.7368421052631579,675.0,46875.0,184.0,87476,696157000,7958.26,160797000
2012,13005,AM,2016,1,0,18,17,0.9444444444444444,840.0,47500.0,191.0,87520,723903000,8271.29,139239000
2013,13005,AM,2016,1,0,17,13,0.7647058823529411,570.0,42272.5,159.0,90852,737046000,8112.6,188798000
2014,13005,AM,2016,1,0,13,12,0.9230769230769231,509.0,41450.0,165.0,90982,940223000,10334.16,198686000
2015,13005,AM,2016,1,0,33,33,1.0,1626.0,44000.0,658.0,91110,944164000,10362.9,219222000
2016,13005,AM,2016,1,1,0,0,0.0,0.0,0.0,0.0,91235,974240000,10678.36,294878000
2017,13005,AM,2016,1,1,0,0,0.0,0.0,0.0,0.0,91357,1092260000,11955.95,292488000
2018,13005,AM,2016,1,1,0,0,0.0,0.0,0.0,0.0,89401,1294988000,14485.16,291885000
2019,13005,AM,2016,1,1,0,0,0.0,0.0,0.0,0.0,89430,1413750000,15808.45,308112000
2020,13005,AM,2016,1,1,0,0,0.0,0.0,0.0,0.0,89457,1340745000,14987.59,339691000
2021,13005,AM,2016,1,1,0,0,0.0,0.0,0.0,0.0,89485,1544934000,17264.73,340011000
2022,13005,AM,2016,1,1,0,0,0.0,0.0,0.0,0.0,104655,,,
2023,13005,AM,2016,1,1,0,0,0.0,0.0,0.0,0.0,,,,
2003,13006,AM,2008,1,0,58,58,1.0,2750.0,46666.666666666664,440.0,134928,1173509000,8697.3,101624000
2004,13006,AM,2008,1,0,60,60,1.0,2840.0,46666.666666666664,449.0,141695,1411187000,9959.33,91679000
2005,13006,AM,2008,1,0,36,36,1.0,1720.0,45000.0,192.0,147102,1715169000,11659.73,81995000
2006,13006,AM,2008,1,0,73,51,0.6986301369863014,1810.0,35000.0,201.0,151649,2142834000,14130.22,126107000
2007,13006,AM,2008,1,0,91,91,1.0,3610.0,36666.666666666664,889.0,127589,2075488000,16266.98,128003000
2008,13006,AM,2008,1,1,90,90,1.0,4420.0,45000.0,480.0,131674,2497800000,18969.58,101012000
2009,13006,AM,2008,1,1,92,92,1.0,4510.0,45000.0,494.0,132518,1827353000,13789.47,124580000
2010,13006,AM,2008,1,1,117,114,0.9743589743589743,5675.0,43750.0,594.0,152163,2376602000,15618.79,166004000
2011,13006,AM,2008,1,1,67,67,1.0,3325.0,47222.333333333336,623.0,154453,4200764000,27197.68,757137000
2012,13006,AM,2008,1,1,31,29,0.9354838709677419,1305.0,40555.666666666664,294.0,156671,5042948000,32188.14,592497000
2013,13006,AM,2008,1,1,3,2,0.6666666666666666,100.0,50000.0,17.0,166344,5508547000,33115.39,671065000
2014,13006,AM,2008,1,1,15,10,0.6666666666666666,500.0,50000.0,25.0,169227,4263705000,25195.18,792174000
2015,13006,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,172058,3503440000,20361.97,873063000
2016,13006,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,174835,2367035000,13538.68,833893000
2017,13006,AM,2008,1,1,20,15,0.75,725.0,45000.0,860.0,177551,2372201000,13360.67,632278000
2018,13006,AM,2008,1,1,22,16,0.7272727272727273,710.0,42500.0,792.0,178314,3164442000,17746.46,675024000
2019,13006,AM,2008,1,1,25,18,0.72,720.0,38750.0,805.0,181118,3424749000,18908.94,582524000
2020,13006,AM,2008,1,1,10,10,1.0,210.0,21000.0,63.0,183887,3120446000,16969.37,565964000
2021,13006,AM,2008,1,1,7,7,1.0,190.0,27143.0,57.0,186618,4689072000,25126.58,611793000
2022,13006,AM,2008,1,1,7,7,1.0,180.0,25714.0,63.0,156838,,,
2023,13006,AM,2008,1,1,10,10,1.0,580.0,58000.0,348.0,,,,
2003,13007,AM,2000,1,1,135,135,1.0,5300.0,39000.0,791.0,1725671,21944390000,12716.44,490063000
2004,13007,AM,2000,1,1,140,140,1.0,5515.0,39000.0,824.0,1796541,26493780000,14747.11,413320000
2005,13007,AM,2000,1,1,164,164,1.0,6130.0,36250.0,1533.0,1853173,28768896000,15524.13,334986000
2006,13007,AM,2000,1,1,164,164,1.0,6130.0,36250.0,1533.0,1900791,33592550000,17672.93,302570000
2007,13007,AM,2000,1,1,184,184,1.0,6730.0,36250.0,1683.0,1864944,36964232000,19820.56,314623000
2008,13007,AM,2000,1,1,147,147,1.0,6040.0,40150.75,1575.0,1935545,40672524000,21013.47,323657000
2009,13007,AM,2000,1,1,152,152,1.0,6241.0,40164.0,1621.0,1968949,43211248000,21946.35,416198000
2010,13007,AM,2000,1,1,4,3,0.75,130.0,45000.0,37.0,2039536,51733956000,25365.55,688538000
2011,13007,AM,2000,1,1,12,7,0.5833333333333334,330.0,45000.0,97.0,2073755,57554143000,27753.59,1039671000
2012,13007,AM,2000,1,1,10,8,0.8,400.0,50000.0,160.0,2106861,57496770000,27290.25,898956000
2013,13007,AM,2000,1,1,10,9,0.9,410.0,45556.0,164.0,2242712,66349660000,29584.57,1257676000
2014,13007,AM,2000,1,1,0,0,0.0,0.0,0.0,0.0,2285623,70117595000,30677.67,1242412000
2015,13007,AM,2000,1,1,0,0,0.0,0.0,0.0,0.0,2327732,70132229000,30129.0,1462816000
2016,13007,AM,2000,1,1,0,0,0.0,0.0,0.0,0.0,2369017,73262297000,30925.19,1387655000
2017,13007,AM,2000,1,1,0,0,0.0,0.0,0.0,0.0,2409396,76599521000,31792.0,1507551000
2018,13007,AM,2000,1,1,0,0,0.0,0.0,0.0,0.0,2426207,81547127000,33610.95,1389115000
2019,13007,AM,2000,1,1,31,31,1.0,49.0,1581.0,12.0,2468200,88068350000,35681.2,1201160000
2020,13007,AM,2000,1,1,0,0,0.0,0.0,0.0,0.0,2509626,95391979000,38010.44,1084904000
2021,13007,AM,2000,1,1,0,0,0.0,0.0,0.0,0.0,2550499,107454217000,42130.66,1380286000
2022,13007,AM,2000,1,1,0,0,0.0,0.0,0.0,0.0,2326673,,,
2023,13007,AM,2000,1,1,0,0,0.0,0.0,0.0,0.0,,,,
2003,13008,AM,2008,1,0,2712,2712,1.0,189480.0,55000.0,34116.0,41559,215303000,5180.66,66283000
2004,13008,AM,2008,1,0,2973,2873,0.9663639421459805,200660.0,55000.0,32118.0,45093,283933000,6296.61,64545000
2005,13008,AM,2008,1,0,4000,4000,1.0,280000.0,70000.0,70000.0,47919,282054000,5886.06,63836000
2006,13008,AM,2008,1,0,4000,4000,1.0,280000.0,70000.0,70000.0,50294,325288000,6467.73,60560000
2007,13008,AM,2008,1,0,4000,4000,1.0,280000.0,70000.0,70000.0,49218,322725000,6557.05,60470000
2008,13008,AM,2008,1,1,4000,4000,1.0,280000.0,70000.0,44800.0,51478,347106000,6742.8,54492000
2009,13008,AM,2008,1,1,3937,3937,1.0,279500.0,70993.0,44720.0,53129,392971000,7396.54,66326000
2010,13008,AM,2008,1,1,4000,4000,1.0,281200.0,70300.0,56240.0,52894,508398000,9611.64,114124000
2011,13008,AM,2008,1,1,4050,4050,1.0,252000.0,62222.0,55440.0,54270,827768000,15252.77,190811000
2012,13008,AM,2008,1,1,3878,3878,1.0,279000.0,71944.0,64170.0,55600,908872000,16346.62,255110000
2013,13008,AM,2008,1,1,3695,3692,0.9991880920162381,268000.0,72589.0,67000.0,59977,1048307000,17478.48,254065000
2014,13008,AM,2008,1,1,4200,4200,1.0,282000.0,67143.0,72474.0,61674,1033725000,16761.11,288617000
2015,13008,AM,2008,1,1,3440,3440,1.0,216307.0,62880.0,57321.0,63342,1205384000,19029.77,395184000
2016,13008,AM,2008,1,1,3413,3413,1.0,216237.0,63357.0,57303.0,64977,994154000,15300.09,310987000
2017,13008,AM,2008,1,1,3653,3653,1.0,231374.0,63338.0,61314.0,66575,829707000,12462.74,208191000
2018,13008,AM,2008,1,1,3539,3539,1.0,233574.0,66000.0,61897.0,67929,1206928000,17767.49,234759000
2019,13008,AM,2008,1,1,3605,3605,1.0,270375.0,75000.0,67594.0,69626,1395864000,20048.03,232152000
2020,13008,AM,2008,1,1,3876,3876,1.0,290000.0,74819.0,75400.0,71299,1206439000,16920.84,151065000
2021,13008,AM,2008,1,1,5500,5500,1.0,275000.0,50000.0,79750.0,72951,1439051000,19726.27,182481000
2022,13008,AM,2008,1,1,4580,4580,1.0,352660.0,77000.0,70532.0,55569,,,
2023,13008,AM,2008,1,1,4500,4500,1.0,346500.0,77000.0,62370.0,,,,
2003,13009,AM,2008,1,0,10,10,1.0,390.0,38333.333333333336,62.0,130264,392871000,3015.96,121458000
2004,13009,AM,2008,1,0,11,11,1.0,430.0,38333.333333333336,63.0,134063,585073000,4364.16,147094000
2005,13009,AM,2008,1,0,6,6,1.0,240.0,40000.0,61.0,137101,573923000,4186.13,107403000
2006,13009,AM,2008,1,0,73,53,0.726027397260274,1650.0,40000.0,413.0,139654,636613000,4558.5,99806000
2007,13009,AM,2008,1,0,7,7,1.0,270.0,40000.0,156.0,148396,762635000,5139.19,103585000
2008,13009,AM,2008,1,1,6,6,1.0,258.0,43000.0,49.0,154218,830627000,5386.06,126676000
2009,13009,AM,2008,1,1,8,8,1.0,344.0,43000.0,66.0,157269,982924000,6249.95,148826000
2010,13009,AM,2008,1,1,6,5,0.8333333333333334,250.0,50000.0,85.0,152027,1182261000,7776.65,202440000
2011,13009,AM,2008,1,1,6,6,1.0,300.0,50000.0,108.0,154241,1538223000,9972.85,426029000
2012,13009,AM,2008,1,1,5,5,1.0,250.0,50000.0,85.0,156384,1713164000,10954.85,415247000
2013,13009,AM,2008,1,1,4,4,1.0,200.0,50000.0,60.0,165918,1861489000,11219.33,507632000
2014,13009,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,168711,2053463000,12171.48,485029000
2015,13009,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,171452,2257496000,13166.93,542727000
2016,13009,AM,2008,1,1,3,3,1.0,115.0,38333.0,58.0,174140,2429649000,13952.27,723633000
2017,13009,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,176769,2561034000,14488.03,593681000
2018,13009,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,177387,2509257000,14145.66,584911000
2019,13009,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,180099,2772074000,15391.95,535230000
2020,13009,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,182772,3031269000,16584.97,569673000
2021,13009,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,185410,3252327000,17541.27,638536000
2022,13009,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,229076,,,
2023,13009,AM,2008,1,1,0,0,0.0,0.0,0.0,0.0,,,,
2003,13010,AM,2008,1,0,100,100,1.0,4430.0,39000.0,662.0,223206,491435000,2201.71,106328000
2004,13010,AM,2008,1,0,136,72,0.5294117647058824,2800.0,38750.0,408.0,233451,539633000,2311.55,100876000
2005,13010,AM,2008,1,0,405,405,1.0,17330.0,39000.0,3033.0,241639,611728000,2531.58,103219000
2006,13010,AM,2008,1,0,405,405,1.0,17330.0,39000.0,3228.0,248520,748525000,3011.93,139195000
2007,13010,AM,2008,1,0,677,594,0.8774002954209749,24880.0,39000.0,5116.0,230847,763524000,3307.49,132913000
2008,13010,AM,2008,1,1,403,403,1.0,14140.0,38256.2,2897.0,239203,909591000,3802.59,196589000
2009,13010,AM,2008,1,1,414,414,1.0,14524.0,38222.2,2975.0,242594,1002059000,4130.6,205851000
2010,13010,AM,2008,1,1,573,523,0.912739965095986,25856.0,37750.0,8473.0,242680,1237304000,5098.5,298680000
2011,13010,AM,2008,1,1,541,499,0.922365988909427,25050.0,51389.0,8447.0,245638,1682977000,6851.45,599490000
2012,13010,AM,2008,1,1,126,118,0.9365079365079365,5900.0,50000.0,2268.0,248506,1744655000,7020.57,547907000
2013,13010,AM,2008,1,1,136,126,0.9264705882352942,6300.0,50000.0,3215.0,262719,2128026000,8100.01,736699000
2014,13010,AM,2008,1,1,109,109,1.0,5836.0,51968.75,2151.0,266488,2181754000,8187.06,617015000
2015,13010,AM,2008,1,1,62,60,0.967741935483871,2860.0,48000.0,1109.0,270186,2150025000,7957.57,587074000
2016,13010,AM,2008,1,1,66,66,1.0,3182.0,48500.0,773.0,273814,2299858000,8399.34,641349000
2017,13010,AM,2008,1,1,28,28,1.0,1170.0,43333.333333333336,619.0,277360,2458573000,8864.19,612036000
2018,13010,AM,2008,1,1,40,40,1.0,1542.0,42000.0,500.0,277264,2624962000,9467.37,632967000
2019,13010,AM,2008,1,1,38,37,0.9736842105263158,1472.0,42000.0,736.0,280875,2802185000,9976.63,579902000
2020,13010,AM,2008,1,1,40,40,1.0,1888.0,48666.666666666664,927.0,284437,2981764000,10483.04,659367000
2021,13010,AM,2008,1,1,21,21,1.0,1018.0,49333.333333333336,505.0,287952,3099383000,10763.54,535533000
2022,13010,AM,2008,1,1,22,22,1.0,1073.0,50166.666666666664,622.0,262954,,,
2023,13010,AM,2008,1,1,45,44,0.9777777777777777,2530.0,56000.0,989.0,,,,
2003,13011,AM,2008,1,0,70,70,1.0,2100.0,30000.0,355.0,44670,106451000,2383.05,25098000
2004,13011,AM,2008,1,0,65,64,0.9846153846153847,1920.0,30000.0,288.0,45115,120243000,2665.26,28862000
2005,13011,AM,2008,1,0,124,124,1.0,3720.0,30000.0,930.0,45386,142527000,3140.33,33706000
2006,13011,AM,2008,1,0,124,124,1.0,3720.0,30000.0,930.0,45611,161816000,3547.74,40961000
2007,13011,AM,2008,1,0,126,126,1.0,3780.0,30000.0,945.0,48143,163747000,3401.26,33006000
2008,13011,AM,2008,1,1,110,110,1.0,5200.0,45000.0,708.0,49796,179144000,3597.56,28725000
2009,13011,AM,2008,1,1,113,113,1.0,5340.0,45000.0,727.0,50332,184694000,3669.51,23646000
